"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","test1","Gradle suite","Mon Aug 04 15:47:18 WIB 2025","passed","Mon Aug 04 15:47:18 WIB 2025","simpleTest","Gradle test","simpleTest","test1"
